"subject","condition","term","mode","question","q","answer","correct","rt_s","response","num_o"
"T2MAH","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,58.558,"E ",2
"T2MAH","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,24.371,"I ",2
"T2MAH","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,34.712,"X ",2
"T2MAH","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,8.669,"B F ",4
"T2MAH","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,4.999,"B ",2
"T2MAH","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,26.123,"F X ",4
"T2MAH","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,38.135,"B ",2
"T2MAH","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"F ",FALSE,25.808,"F ",2
"WEFE3","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,18.885,"A ",2
"WEFE3","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"U ",FALSE,57.589,"U ",2
"WEFE3","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"A ",FALSE,18.113,"A ",2
"WEFE3","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"F ",FALSE,32.305,"F ",2
"WEFE3","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"H ",FALSE,180.288,"H ",2
"WEFE3","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,28.529,"E G ",4
"WEFE3","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"C ,H ",FALSE,17.382,"C H ",4
"WEFE3","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"M ",FALSE,11.609,"M ",2
"WEFE3","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,12.634,"I ",2
"WEFE3","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"F ",FALSE,87.931,"F ",2
"WEFE3","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"F ",FALSE,7.267,"F ",2
"WEFE3","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,6.124,"B ",2
"WEFE3","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ",FALSE,18.99,"F ",2
"WEFE3","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,19.399,"B ",2
"WEFE3","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"B ",FALSE,7.415,"B ",2
"6TQE3","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"F ",FALSE,13.836,"F ",2
"6TQE3","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"K ",FALSE,10.055,"K ",2
"6TQE3","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"O ",FALSE,6.594,"O ",2
"6TQE3","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"E ",FALSE,10.832,"E ",2
"6TQE3","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"B ",FALSE,24.221,"B ",2
"6TQE3","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ",FALSE,22.985,"E ",2
"6TQE3","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"I ,J ",FALSE,15.757,"I J ",4
"6TQE3","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"L ",FALSE,16.592,"L ",2
"6TQE3","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,24.879,"I ",2
"6TQE3","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"B ",FALSE,13.542,"B ",2
"6TQE3","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,17.855,"B F ",4
"6TQE3","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"C ",FALSE,2.784,"C ",2
"6TQE3","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"B ,J ",FALSE,21.141,"B J ",4
"6TQE3","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"G ",FALSE,3.569,"G ",2
"6TQE3","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"C ",FALSE,4.501,"C ",2
"ES98M","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,9.258,"A ",2
"ES98M","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,21.506,"E ",2
"ES98M","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"A ",FALSE,15.675,"A ",2
"ES98M","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"F ",FALSE,19.899,"F ",2
"ES98M","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U ",FALSE,50.075,"U ",2
"ES98M","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,11.712,"E G ",4
"ES98M","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,14.171,"B F ",4
"ES98M","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,28.52,"E ",2
"ES98M","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,14.498,"I ",2
"ES98M","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"E ",FALSE,26.948,"E ",2
"ES98M","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,6.99,"B F ",4
"ES98M","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,4.044,"B ",2
"ES98M","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"E ",FALSE,32.377,"E ",2
"ES98M","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,29.177,"B ",2
"ES98M","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"B ",FALSE,16.864,"B ",2
"OLFCD","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,143.963,"A ",2
"OLFCD","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,27.115,"E ",2
"OLFCD","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,28.663,"Z ",2
"OLFCD","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U ",FALSE,24.296,"U ",2
"OLFCD","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O ",FALSE,48.341,"O ",2
"OLFCD","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,18.042,"E G ",4
"OLFCD","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,19.575,"B F ",4
"OLFCD","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ,I ,J ",FALSE,15.399,"E I J ",6
"OLFCD","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,15.558,"I ",2
"OLFCD","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"B ",FALSE,64.342,"B ",2
"OLFCD","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,14.982,"B F ",4
"OLFCD","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,13.932,"B ",2
"OLFCD","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"B ,F ",FALSE,21.044,"B F ",4
"OLFCD","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ,F ",FALSE,75.29,"B F ",4
"OLFCD","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"M ",FALSE,12.228,"M ",2
"KW3D0","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,15.141,"A ",2
"KW3D0","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,8.954,"E ",2
"KW3D0","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,11.906,"Z ",2
"KW3D0","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U ",FALSE,12.313,"U ",2
"KW3D0","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U ",FALSE,53.792,"U ",2
"KW3D0","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,7.522,"E G ",4
"KW3D0","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,15.647,"B F ",4
"KW3D0","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"I ,J ",FALSE,35.293,"I J ",4
"KW3D0","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,14.085,"I ",2
"KW3D0","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,78.341,"X ",2
"KW3D0","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,6.276,"B F ",4
"KW3D0","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,4.759,"B ",2
"KW3D0","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,16.024,"F X ",4
"KW3D0","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,42.081,"B ",2
"KW3D0","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E ,F ",FALSE,20.794,"E F ",4
"Y82VR","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,29.407,"A ",2
"Y82VR","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"J ",FALSE,13.529,"J ",2
"Y82VR","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,17.995,"Z ",2
"Y82VR","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U ",FALSE,26.807,"U ",2
"Y82VR","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"J ",FALSE,33.556,"J ",2
"Y82VR","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,110.791,"E G ",4
"Y82VR","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,59.609,"B F ",4
"Y82VR","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,152.262,"E ",2
"Y82VR","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,80.261,"I ",2
"Y82VR","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,55.637,"X ",2
"Y82VR","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,23.507,"B F ",4
"Y82VR","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,24.931,"B ",2
"Y82VR","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,47.265,"F X ",4
"Y82VR","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,408.417,"B ",2
"Y82VR","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"C ",FALSE,31.691,"C ",2
"WBJQG","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"X ",FALSE,13.632,"X ",2
"WBJQG","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,8.317,"E ",2
"WBJQG","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,14.365,"Z ",2
"WBJQG","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"K ",FALSE,2.782,"K ",2
"WBJQG","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"H ",FALSE,7.123,"H ",2
"WBJQG","11115","winter22","asynch","Which shift(s) are six hours long?",6,"G ,H ",FALSE,5.686,"G H ",4
"WBJQG","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"C ,H ",FALSE,10.328,"C H ",4
"WBJQG","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"G ,L ",FALSE,8.242,"G L ",4
"WBJQG","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"D ,N ",FALSE,9.759,"D N ",4
"WBJQG","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"Z ",FALSE,4.346,"Z ",2
"WBJQG","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"K ",FALSE,4.708,"K ",2
"WBJQG","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,6.928,"B ",2
"WBJQG","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"C ,G ",FALSE,4.486,"C G ",4
"WBJQG","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"L ",FALSE,3.675,"L ",2
"WBJQG","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"C ",FALSE,4.251,"C ",2
"SLYYU","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,14.302,"A ",2
"SLYYU","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,19.186,"E ",2
"SLYYU","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"A ",FALSE,34.303,"A ",2
"SLYYU","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"",FALSE,46.771,"",0
"SLYYU","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"H ",FALSE,23.601,"H ",2
"SLYYU","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,6.989,"E G ",4
"SLYYU","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,20.305,"B F ",4
"SLYYU","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"M ",FALSE,26.239,"M ",2
"SLYYU","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,16.764,"I ",2
"SLYYU","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"A ",FALSE,14.201,"A ",2
"SLYYU","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,10.531,"B F ",4
"SLYYU","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,6.297,"B ",2
"SLYYU","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"D ",FALSE,12.644,"D ",2
"SLYYU","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"X ",FALSE,49.212,"X ",2
"SLYYU","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"M ",FALSE,12.398,"M ",2
"4BCUB","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,22.785,"A ",2
"4BCUB","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,25.655,"E ",2
"4BCUB","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,29.305,"Z ",2
"4BCUB","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U ",FALSE,95.853,"U ",2
"4BCUB","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"",FALSE,646.386,"",0
"4BCUB","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,141.161,"E G ",4
"4BCUB","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,12.659,"B F ",4
"4BCUB","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,75.848,"E ",2
"4BCUB","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,17.857,"I ",2
"4BCUB","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,34.338,"X ",2
"4BCUB","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,11.174,"B F ",4
"4BCUB","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,5.665,"B ",2
"4BCUB","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,47.16,"F X ",4
"4BCUB","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,30.975,"B ",2
"4BCUB","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E ,F ",FALSE,86.766,"E F ",4
"11NFO","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,22.167,"A ",2
"11NFO","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,12.817,"E ",2
"11NFO","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"",FALSE,25.14,"",0
"11NFO","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"",FALSE,38.284,"",0
"11NFO","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O ",FALSE,29.433,"O ",2
"11NFO","11115","winter22","asynch","Which shift(s) are six hours long?",6,"C ",FALSE,145.196,"C ",2
"11NFO","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"H ,L ",FALSE,55.558,"H L ",4
"11NFO","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,84.654,"E ",2
"11NFO","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,14.917,"I ",2
"11NFO","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,58.629,"X ",2
"11NFO","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,7.602,"B F ",4
"11NFO","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,8.845,"B ",2
"11NFO","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,105.576,"F X ",4
"11NFO","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,45.809,"B ",2
"11NFO","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"B ,E ,F ",FALSE,96.231,"B E F ",6
"WF1M3","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,21.283,"A ",2
"WF1M3","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,13.721,"E ",2
"WF1M3","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,27.83,"Z ",2
